"","days_trade","days_year","price","total","daily_return"
"1958-09-19",252,365,2.78129971898238,14.0446861021276,0.000504848303637617
"1958-09-20",NA,365,2.77856685855906,14.0322879143318,-0.00088276716942004
"1958-09-21",NA,365,2.77251693660918,14.0031353223662,-0.0020775366172322
"1958-09-22",252,365,2.77003935362655,13.9920195559475,-0.000793805541605686
"1958-09-23",252,365,2.79030796831232,14.0957969969765,0.00741690222873514
"1958-09-24",252,365,2.80269417690748,14.1597753959647,0.00453882806356432
"1958-09-25",252,365,2.79087088993199,14.1014551521452,-0.00411872661738244
"1958-09-26",252,365,2.79593804360343,14.1284655607417,0.00191543413818995
"1958-09-27",NA,365,2.80012504013239,14.1510335964225,0.00159734513162268
"1958-09-28",NA,365,2.80343917421864,14.169194795595,0.00128338322771571
"1958-09-29",252,365,2.80776133057892,14.1924542424455,0.00164155036232172
"1958-09-30",252,365,2.81845877431508,14.2479059532376,0.00390712626899403
"1958-10-01",252,365,2.81395454226331,14.2265205964461,-0.001500947357578
"1958-10-02",252,365,2.82465177122586,14.2819850292922,0.0038986646432706
"1958-10-03",252,365,2.83591213658169,14.3403074134196,0.00408363291291614
"1958-10-04",NA,365,2.84858409010786,14.4057789285378,0.00456555868927344
"1958-10-05",NA,365,2.86297934503233,14.4799780355915,0.00515064873769044
"1958-10-06",252,365,2.87532330794027,14.5438166521697,0.00440875092636839
"1958-10-07",252,365,2.87532330794027,14.5452298963154,9.71714770205967e-05
"1958-10-08",252,365,2.87476038632061,14.5437956591049,-9.86053311436974e-05
"1958-10-09",252,365,2.87419724992733,14.5423599191977,-9.87183772970246e-05
"1958-10-10",252,365,2.89333980660015,14.6406271778219,0.00675731168601512
"1958-10-11",NA,365,2.90162992228063,14.6839987536336,0.00296241242160922
"1958-10-12",NA,365,2.90656543886507,14.7104023123453,0.00179811774399341
"1958-10-13",252,365,2.90628915158859,14.7104334278543,2.11520449144853e-06
"1958-10-14",252,365,2.88602053690283,14.6092715194663,-0.00687688156057442
"1958-10-15",252,365,2.84773563833079,14.416889842511,-0.0131684647450716
"1958-10-16",252,365,2.86800403824295,14.5209011515422,0.00721454558975276
